Date,Close,High,Low,Open,Volume,Price_Change,pct_change,Gain,Loss,Avg_Gain,Avg_Loss,MA_10,MA_50,MA_20,MA_100,MA_ratio,Volatility,Momentum,Momentum_10,ROC,EMA_10,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,MACD,Volume_MA_10,Volume_Ratio,Volume_Change,RS,RSI,RSI_Lag1,RSI_Lag2,Return_Lag1,Return_Lag2,Signal,Future_Return,Target,ML_Signal,Final_Signal
2020-05-29,77.0304946899414,77.80821132778638,76.67434283627068,77.34788086093664,153532400,-0.07511138916015625,-0.0974136550889737,0.0,0.07511138916015625,0.17249908447265624,0.1196868896484375,76.60433349609374,68.32531051635742,75.0547477722168,70.69190074920654,1.12117066014291,0.8507656857719089,0.26406097412109375,2.0351486206054688,0.027136998857554495,76.41141340938943,75.0547477722168,2.248408248427644,79.55156426907209,70.55793127536151,8.993632993710577,2.308539581912271,122481360.0,1.253516453442385,0.14953189858102078,1.4412529641245313,59.03742812828025,43.950656641448106,67.68692159591899,0.044011348315264875,0.43568786924155223,HOLD,0.0225828825931574,BUY,,HOLD
2020-06-02,78.33881378173828,78.36304326033381,77.27035810172477,77.71130947324757,87642800,0.36098480224609375,0.4629326142704393,0.36098480224609375,-0.0,0.33531494140625,0.01502227783203125,77.14994964599609,69.16093284606933,75.83648567199707,70.80493541717529,1.1155134332515124,0.6776173349979622,1.6014633178710938,2.0303115844726562,0.026606623456244538,76.99487033926135,75.83648567199707,1.750645771161789,79.33777721432065,72.33519412967348,7.002583084647171,2.2714479048373732,109172080.0,0.8027950003334186,0.08480626602897345,22.321178263077705,95.71205198674198,68.73423019431988,59.03742812828025,1.2298172215613246,-0.0974136550889737,SELL,0.025236693521879815,BUY,,HOLD
2020-06-03,78.77006530761719,79.03173182452788,78.08683399477036,78.65861858793946,104491200,0.43125152587890625,0.5504953484238628,0.43125152587890625,-0.0,0.35469818115234375,0.01502227783203125,77.4401985168457,69.6520622253418,76.18007965087891,70.84626125335693,1.1118148701226869,0.6888264843268685,1.6983795166015625,2.9024887084960938,0.038257300926226145,77.31763306100869,76.18007965087891,1.605336467509563,79.39075258589804,72.96940671585978,6.421345870038266,2.268387520328801,109448240.0,0.9547088194383025,0.1922394081430534,23.61147790756729,95.93685513825835,95.71205198674198,68.73423019431988,0.4629326142704393,1.2298172215613246,HOLD,0.025652159174007583,BUY,,HOLD
2020-06-04,78.0916748046875,78.89119567752222,77.71856161359257,78.5931960727843,87560400,-0.6783905029296875,-0.8612288186894301,0.0,0.6783905029296875,0.34791412353515627,0.15070037841796874,77.51506271362305,70.02084365844726,76.45266304016113,70.87911571502686,1.1070284027386421,0.7171913609710302,0.9860687255859375,0.7486419677734375,0.009679501052823003,77.45836792357711,76.45266304016113,1.4253539914063764,79.30337102297388,73.60195505734838,5.7014159656255,2.1860358780793803,107053800.0,0.8179102469973042,-0.16203086958518997,2.3086479754563958,69.77617421321288,95.93685513825835,95.71205198674198,0.5504953484238628,0.4629326142704393,HOLD,0.0672315104724359,BUY,,HOLD
2020-06-05,80.31582641601562,80.37639642085425,78.31217331772173,78.34124573703636,137250400,2.224151611328125,2.8481289675126975,2.224151611328125,-0.0,0.7927444458007813,0.1356781005859375,77.87000198364258,70.44068000793457,76.79888076782227,70.91822978973389,1.1054691972716781,1.087978968369617,3.2853317260742188,3.5493927001953125,0.04623625884894844,77.97790583153899,76.79888076782227,1.4824739557622244,79.76382867934672,73.83393285629782,5.929895823048895,2.2739839724347632,110509960.0,1.2419731216987138,0.5674939812974815,5.842832722283453,85.38616914098259,69.77617421321288,95.93685513825835,-0.8612288186894301,0.5504953484238628,SELL,0.06437408166080183,BUY,,HOLD
2020-06-10,85.486083984375,85.95368266276594,83.85069379935202,84.2892200574616,166651600,2.1441879272460938,2.5727611545774076,2.1441879272460938,-0.0,1.4788818359375,0.1356781005859375,79.72489776611329,71.75555503845214,77.93444900512695,71.15029445648193,1.1110623800957369,2.7974620469256872,6.7160186767578125,8.414398193359375,0.10917625723375912,80.48333018818478,77.93444900512695,2.766048949715447,83.46654690455784,72.40235110569606,11.064195798861789,2.9243000104229253,119484760.0,1.394751933217257,0.1282167238498595,10.899930272835647,91.59658941630329,89.33325335892515,83.73023642188892,3.157800203354366,0.5912423070390416,HOLD,-0.027916527441018305,SELL,,HOLD
2020-06-11,81.38185119628906,85.05481691401155,81.28009773597238,84.63082691049463,201662400,-4.1042327880859375,-4.801053688265922,0.0,4.1042327880859375,1.4788818359375,0.8208465576171875,80.15252227783203,72.1543310546875,78.27667045593262,71.19580219268799,1.1108483871478554,2.6768207434650297,3.2901763916015625,4.2762451171875,0.05545958763102865,80.64669764423837,78.27667045593262,2.7469790990580756,83.77062865404876,72.78271225781647,10.987916396232293,2.8217576770732364,126294920.0,1.5967578110030078,0.21008379157475843,1.801654428850265,64.30680423315529,91.59658941630329,89.33325335892515,2.5727611545774076,3.157800203354366,HOLD,0.04816918383460134,BUY,,HOLD
2020-06-12,82.08446502685547,84.26498513269779,80.97482582626513,83.51876594974783,200146000,0.7026138305664062,0.8633544460321163,0.7026138305664062,-0.0,1.1745742797851562,0.8208465576171875,80.65791931152344,72.63181816101074,78.6311264038086,71.25354274749756,1.1105039272556883,2.4926426971994324,1.7686386108398438,5.0539703369140625,0.06560999455159933,80.90810989566864,78.6311264038086,2.7586363777394167,84.14839915928742,73.11385364832977,11.034545510957656,2.7653003271515217,130956280.0,1.5283421306713967,-0.007519497933179409,1.4309303838646714,58.86348672765327,64.30680423315529,91.59658941630329,-4.801053688265922,2.5727611545774076,HOLD,0.03775090099196252,BUY,,HOLD
2020-06-15,83.099609375,83.75134312369018,80.57747385342842,80.73980469603605,138808800,1.0151443481445312,1.236707028318218,1.0151443481445312,-0.0,1.2826309204101562,0.8208465576171875,81.17009735107422,73.11018165588379,79.05850791931152,71.31871082305908,1.1102434095038496,2.405436233926221,2.3089218139648438,5.1217803955078125,0.06568252107730288,81.30656434651272,79.05850791931152,2.755532391800035,84.5695727029116,73.54744313571145,11.022129567200153,2.7705208649058193,136758040.0,1.014995535180235,-0.3064622825337504,1.5625708708987824,60.976689021316105,58.86348672765327,64.30680423315529,0.8633544460321163,-4.801053688265922,HOLD,0.02548202208733871,BUY,,HOLD
2020-06-17,85.1832275390625,86.10631378252053,85.06208753447432,86.04574378022643,114406400,-0.11872100830078125,-0.13917736971138517,0.0,0.11872100830078125,0.7840194702148438,0.8445907592773437,82.50772705078126,74.08487609863282,79.97396278381348,71.48674823760986,1.1136919084663741,2.440028845421214,-0.3028564453125,6.4131622314453125,0.08141623605871451,82.6057668743337,79.97396278381348,3.130942614404851,86.23584801262318,73.71207755500377,12.523770457619406,2.992058193452152,145528160.0,0.7861461314428767,-0.30842513516388925,0.9282832680831998,48.14039946558034,59.637847311840865,60.976689021316105,2.6502401021223587,1.236707028318218,HOLD,0.02070606215634095,BUY,,HOLD
